#Geometry     HF/cc-pVTZ       MP2/cc-pVTZ      CCSD/cc-pVTZ     CCSD(T)/cc-pVTZ
ethane_00257 -79.251723426499 -79.622659491640 -79.654340019855 -79.667729948907
ethane_00258 -79.249435985548 -79.620526166956 -79.652296207699 -79.665857922004
ethane_00259 -79.249811122425 -79.620950102922 -79.652473974686 -79.665839114620
ethane_00260 -79.246443173381 -79.616588201196 -79.647960393498 -79.661212350126
ethane_00261 -79.242404907261 -79.614642030696 -79.646500835961 -79.660163639340
ethane_00262 -79.251908275927 -79.622462268703 -79.654086536107 -79.667423520033
ethane_00263 -79.252968492548 -79.623246145927 -79.654702328059 -79.667948740292
ethane_00264 -79.251627058221 -79.622851990693 -79.654423135461 -79.667829357026
ethane_00265 -79.251000840678 -79.622093622625 -79.653741342377 -79.667184680042
ethane_00266 -79.244947375537 -79.616952362443 -79.648304322309 -79.661638139445
ethane_00267 -79.245973152158 -79.616104761604 -79.647498964462 -79.660741357254
ethane_00268 -79.239980890354 -79.612090092932 -79.644099492558 -79.657834747563
ethane_00269 -79.241376917085 -79.613170578272 -79.644712851641 -79.658180464361
ethane_00270 -79.245802740546 -79.617723405177 -79.649631618329 -79.663311037817
ethane_00271 -79.242386858941 -79.614608055988 -79.646394604525 -79.660035980356
ethane_00272 -79.246363376435 -79.617197019344 -79.648644457157 -79.661980498410
ethane_00273 -79.248453908474 -79.619682358904 -79.651086516650 -79.664348132417
ethane_00274 -79.247003509264 -79.618718815738 -79.650674444818 -79.664366977415
ethane_00275 -79.250367402699 -79.620860105759 -79.652310273243 -79.665513172076
ethane_00276 -79.247297062365 -79.618452717585 -79.650256099529 -79.663808252304
ethane_00277 -79.248706112021 -79.619890223145 -79.651637757203 -79.665062575002
ethane_00278 -79.245187652077 -79.616976185318 -79.648560698689 -79.662027586441
ethane_00279 -79.244539690280 -79.616232356705 -79.647441327127 -79.660680285414
ethane_00280 -79.246175886004 -79.617625799649 -79.649287319740 -79.662779194337
ethane_00281 -79.253040511780 -79.623851032647 -79.655373330413 -79.668641819201
ethane_00282 -79.250192334739 -79.621538670816 -79.653129029712 -79.666525485496
ethane_00283 -79.255117990717 -79.625334938767 -79.656765794156 -79.669964957242
ethane_00284 -79.247983116244 -79.619463765344 -79.651305637744 -79.664828879339
ethane_00285 -79.247321401591 -79.618319793855 -79.649960215381 -79.663331944977
ethane_00286 -79.247522918138 -79.618468934981 -79.650096132940 -79.663540310574
ethane_00287 -79.245437934306 -79.616561974328 -79.648049983624 -79.661284378761
ethane_00288 -79.239596121808 -79.610823301534 -79.642613284779 -79.656168884073
ethane_00289 -79.233692481933 -79.606180638959 -79.637987615619 -79.651518880550
ethane_00290 -79.246416552997 -79.616924447794 -79.648284621841 -79.661514462887
ethane_00291 -79.240406779725 -79.612548144494 -79.644466318678 -79.658069467167
ethane_00292 -79.238701436125 -79.610127040041 -79.641907845372 -79.655413424548
ethane_00293 -79.246120963545 -79.617459463764 -79.648718176549 -79.661945641475
ethane_00294 -79.248314374414 -79.618669544950 -79.649996883256 -79.663145883271
ethane_00295 -79.247438243496 -79.619137536240 -79.651196127291 -79.664810885331
ethane_00296 -79.252729041038 -79.623005500974 -79.654248758030 -79.667372342948
ethane_00297 -79.251664754727 -79.622566505311 -79.654146091765 -79.667446927174
ethane_00298 -79.243771690135 -79.615843441340 -79.647691068966 -79.661284756123
ethane_00299 -79.248103716405 -79.618087589470 -79.649466823570 -79.662594631602
ethane_00300 -79.247955461538 -79.619493277068 -79.651474403674 -79.665055486798
ethane_00301 -79.247950239558 -79.618916145659 -79.650575239821 -79.664021267289
ethane_00302 -79.249884553388 -79.621023460199 -79.652829485265 -79.666325544637
ethane_00303 -79.247759954438 -79.618626255812 -79.650021552966 -79.663341757447
ethane_00304 -79.252135189117 -79.622936246448 -79.654524179172 -79.667865900263
ethane_00305 -79.253896649907 -79.624485645207 -79.656096942864 -79.669472395788
ethane_00306 -79.245856307040 -79.617056261288 -79.648629125014 -79.661991240102
ethane_00307 -79.248676308783 -79.619083644626 -79.650719738154 -79.664034198893
ethane_00308 -79.251556381596 -79.622120787464 -79.653424923251 -79.666530355453
ethane_00309 -79.245285022275 -79.616373697814 -79.648133627792 -79.661695160877
ethane_00310 -79.250931597168 -79.621424154208 -79.652606006967 -79.665626381839
ethane_00311 -79.245891701889 -79.617583184730 -79.649507071286 -79.663271104858
ethane_00312 -79.242392080169 -79.614483550227 -79.646028439174 -79.659456047246
ethane_00313 -79.252546098414 -79.622292786053 -79.653592721164 -79.666709596327
ethane_00314 -79.244784495862 -79.616866578747 -79.648817415708 -79.662450767008
ethane_00315 -79.249349638805 -79.620139561582 -79.651460023882 -79.664666744758
ethane_00316 -79.249941395198 -79.620718432732 -79.652456476652 -79.665961227722
ethane_00317 -79.247782695028 -79.619231737601 -79.650846076907 -79.664325930827
ethane_00318 -79.255009944546 -79.625299012057 -79.656718545847 -79.669921955799
ethane_00319 -79.248288885014 -79.619889069926 -79.651775633504 -79.665395553969
ethane_00320 -79.251707720516 -79.622375829063 -79.653660840759 -79.666802184805
ethane_00321 -79.247912825523 -79.619548020717 -79.651246349171 -79.664755798024
ethane_00322 -79.250179132554 -79.621171557461 -79.652755400236 -79.666092605363
ethane_00323 -79.239846737196 -79.611487996421 -79.642719490473 -79.655948458798
ethane_00324 -79.246492441135 -79.618276875678 -79.650257675425 -79.663955014201
ethane_00325 -79.249656174715 -79.620105122592 -79.651224325689 -79.664238120691
ethane_00326 -79.249721649756 -79.620938170485 -79.652706776117 -79.666211708756
ethane_00327 -79.249298185698 -79.620556030657 -79.652030998610 -79.665377337704
ethane_00328 -79.250842222402 -79.621655381169 -79.653249350212 -79.666605696845
ethane_00329 -79.251248098317 -79.622014776594 -79.653592982403 -79.666926933333
ethane_00330 -79.251702937005 -79.622586939732 -79.654074821618 -79.667336877964
ethane_00331 -79.249177778497 -79.620059755996 -79.651834399649 -79.665383694838
ethane_00332 -79.252287119686 -79.623067152326 -79.654466159031 -79.667657871487
ethane_00333 -79.250893931981 -79.621614092321 -79.653280171367 -79.666722854276
ethane_00334 -79.247939448675 -79.619257825725 -79.650771299808 -79.664074932209
ethane_00335 -79.243630650619 -79.614637024811 -79.646405286645 -79.659863165213
ethane_00336 -79.251696211679 -79.622113184769 -79.653486425586 -79.666633342915
ethane_00337 -79.251593526568 -79.622517600656 -79.654267644881 -79.667703925023
ethane_00338 -79.248656417297 -79.619788262494 -79.651586297295 -79.665095791927
ethane_00339 -79.243701288751 -79.615482668527 -79.646957963217 -79.660384960188
ethane_00340 -79.246434143335 -79.617746178712 -79.649616808207 -79.663251391336
ethane_00341 -79.251790709542 -79.622781781070 -79.654243684351 -79.667497254504
ethane_00342 -79.249696563228 -79.620506209896 -79.652066142252 -79.665451337613
ethane_00343 -79.244670209708 -79.616628214346 -79.648591372447 -79.662245680489
ethane_00344 -79.252179255748 -79.622887762100 -79.654172990182 -79.667325066840
ethane_00345 -79.249475877178 -79.620688493090 -79.652192629789 -79.665561838548
ethane_00346 -79.253778632372 -79.624257500833 -79.655770069135 -79.669037218397
ethane_00347 -79.248228230340 -79.619427387319 -79.651136572586 -79.664580624535
ethane_00348 -79.251464796665 -79.622096036211 -79.653603939504 -79.666886346749
ethane_00349 -79.248380485713 -79.619494411252 -79.650990649068 -79.664271799734
ethane_00350 -79.248828913860 -79.619755087367 -79.651372279595 -79.664802800962
ethane_00351 -79.243543501449 -79.614837103250 -79.646265237048 -79.659516654374
ethane_00352 -79.242992693928 -79.614052030978 -79.645838262633 -79.659375203447
ethane_00353 -79.246060987808 -79.617332745333 -79.649067624694 -79.662525523030
ethane_00354 -79.252924536325 -79.623683216046 -79.655435712990 -79.668869325622
ethane_00355 -79.253193163170 -79.623953671052 -79.655424768691 -79.668705015443
ethane_00356 -79.249129345457 -79.620498508553 -79.652218183663 -79.665698968374
ethane_00357 -79.249230255921 -79.620229914285 -79.651897067911 -79.665312984553
ethane_00358 -79.252922042531 -79.623860286393 -79.655407322740 -79.668738991865
ethane_00359 -79.250741106460 -79.621880390110 -79.653696289339 -79.667233184551
ethane_00360 -79.245907748685 -79.616237625326 -79.647548953624 -79.660670531295
ethane_00361 -79.238427100536 -79.610758004473 -79.642727696750 -79.656426988489
ethane_00362 -79.248011299208 -79.618765410684 -79.650256847288 -79.663533782916
ethane_00363 -79.251390721324 -79.622516480082 -79.654177812101 -79.667574189257
ethane_00364 -79.251847538066 -79.622268306909 -79.653868360642 -79.667197981841
ethane_00365 -79.253589684658 -79.624359570979 -79.655775832628 -79.668991753425
ethane_00366 -79.250179647672 -79.621111777961 -79.652602729687 -79.665858910993
ethane_00367 -79.245245382306 -79.616511885936 -79.647990234993 -79.661398764682
ethane_00368 -79.249615845439 -79.620446049148 -79.651805553630 -79.665024328311
ethane_00369 -79.245372833168 -79.616582553928 -79.648025601701 -79.661312894789
ethane_00370 -79.244554633193 -79.615987580710 -79.647724538338 -79.661208568287
ethane_00371 -79.248264329414 -79.618719110841 -79.649994400847 -79.663236457636
ethane_00372 -79.236983000146 -79.609860728471 -79.642119305975 -79.655973158946
ethane_00373 -79.248261787853 -79.618041265110 -79.649187085742 -79.662303174361
ethane_00374 -79.247510707745 -79.619191633476 -79.651012180313 -79.664656288798
ethane_00375 -79.250915061738 -79.621862880172 -79.653368325504 -79.666673730053
ethane_00376 -79.245441078273 -79.616968301819 -79.648788091665 -79.662366270532
ethane_00377 -79.254639503322 -79.624931477082 -79.656303243853 -79.669447663394
ethane_00378 -79.248139121376 -79.619766464587 -79.651372636487 -79.664809406927
ethane_00379 -79.248591381997 -79.620044340660 -79.651746861741 -79.665299220190
ethane_00380 -79.250331390242 -79.620768475667 -79.651904017618 -79.664938358719
ethane_00381 -79.245274755469 -79.617296926727 -79.648901143665 -79.662430377968
ethane_00382 -79.254027856949 -79.624195998252 -79.655564913967 -79.668714785459
ethane_00383 -79.250787835338 -79.622126184830 -79.653672755661 -79.667041328803
ethane_00384 -79.254240711404 -79.624770549498 -79.656196964503 -79.669440976199
ethane_00385 -79.253839162489 -79.624430844542 -79.655904469394 -79.669125165592
ethane_00386 -79.248922045653 -79.620544656201 -79.652241793979 -79.665739052324
ethane_00387 -79.252796821760 -79.623631111775 -79.655085126448 -79.668355567824
ethane_00388 -79.248305918211 -79.619227229866 -79.650855092629 -79.664333969536
ethane_00389 -79.249249224414 -79.620322608469 -79.651744933285 -79.664993202496
ethane_00390 -79.250310047656 -79.621160184869 -79.652722679711 -79.666120676986
ethane_00391 -79.244837751853 -79.616525726237 -79.647984086723 -79.661463342158
ethane_00392 -79.249668979486 -79.620964139537 -79.652432048195 -79.665727487625
ethane_00393 -79.247069851592 -79.618544837785 -79.650159596659 -79.663668124235
ethane_00394 -79.247341896234 -79.618194322271 -79.649417493272 -79.662545433218
ethane_00395 -79.242743490920 -79.614246222658 -79.646139047869 -79.659779330743
ethane_00396 -79.249181496554 -79.620125542211 -79.651512344318 -79.664734375737
ethane_00397 -79.252194102429 -79.622638281916 -79.654197760144 -79.667547694261
ethane_00398 -79.253093387510 -79.623634290398 -79.655012536952 -79.668178399938
ethane_00399 -79.248709049966 -79.620046684768 -79.651750227384 -79.665283700856
ethane_00400 -79.254552620127 -79.624995746314 -79.656524067868 -79.669818318258
ethane_00401 -79.251887662287 -79.622899709079 -79.654642790285 -79.668129318517
ethane_00402 -79.252765514393 -79.623513446434 -79.655109089807 -79.668462504124
ethane_00403 -79.253691707329 -79.624526755009 -79.656018521973 -79.669291786955
ethane_00404 -79.249029245030 -79.620201429914 -79.651911081581 -79.665393130506
ethane_00405 -79.249598258730 -79.620296636476 -79.651646213162 -79.664798549250
ethane_00406 -79.241203381306 -79.613112480081 -79.644903332884 -79.658543015501
ethane_00407 -79.249764637681 -79.620977187688 -79.652388521084 -79.665645758640
ethane_00408 -79.252753498020 -79.623418175121 -79.654969318488 -79.668253723733
ethane_00409 -79.252089886681 -79.622515347332 -79.654042868611 -79.667306843526
ethane_00410 -79.248274858405 -79.619599970219 -79.651380708126 -79.664884099420
ethane_00411 -79.248495885144 -79.619565528317 -79.651214286295 -79.664589179469
ethane_00412 -79.247129153088 -79.618392805172 -79.649866741073 -79.663187820647
ethane_00413 -79.248570479710 -79.619885792410 -79.651388759675 -79.664723472012
ethane_00414 -79.246230653810 -79.617028678418 -79.648505095030 -79.661767370496
ethane_00415 -79.251723112665 -79.622579622612 -79.654243414260 -79.667659410179
ethane_00416 -79.255393599150 -79.625617339276 -79.657007601447 -79.670158693237
ethane_00417 -79.246588636411 -79.618090906463 -79.649767008178 -79.663229889363
ethane_00418 -79.253518284127 -79.624055014375 -79.655717370752 -79.669036433813
ethane_00419 -79.252149911673 -79.622851915331 -79.654203649858 -79.667396464871
ethane_00420 -79.246750019989 -79.617222040169 -79.648728548907 -79.662085407567
ethane_00421 -79.246518540904 -79.617816650634 -79.649658934086 -79.663120152497
ethane_00422 -79.248361732503 -79.619571339334 -79.651260173627 -79.664713986079
ethane_00423 -79.242168485488 -79.612778034061 -79.644081775625 -79.657207181188
ethane_00424 -79.238546479785 -79.611000928067 -79.642761970019 -79.656365331223
ethane_00425 -79.247414440023 -79.618103151848 -79.649368960069 -79.662540707889
ethane_00426 -79.246827317313 -79.618598730205 -79.650493777809 -79.664115795176
ethane_00427 -79.250887295650 -79.621258762172 -79.652680291807 -79.665924019747
ethane_00428 -79.248744282977 -79.620091143181 -79.651799795676 -79.665186679984
ethane_00429 -79.248147285215 -79.619116488943 -79.650822511173 -79.664255906948
ethane_00430 -79.250082822531 -79.621016704817 -79.652526229601 -79.665835075614
ethane_00431 -79.248880263273 -79.620060112587 -79.651706956374 -79.665145055710
ethane_00432 -79.241762609881 -79.613315837688 -79.644677367980 -79.658044154098
ethane_00433 -79.242409076720 -79.614059415900 -79.645478060949 -79.658889568820
ethane_00434 -79.246153508294 -79.617917641170 -79.649542662649 -79.663052704473
ethane_00435 -79.243429053738 -79.614583069640 -79.646073908096 -79.659380269360
ethane_00436 -79.244074683486 -79.615958039916 -79.647767917853 -79.661353080261
ethane_00437 -79.245283568376 -79.616232602184 -79.647619843569 -79.660855486399
ethane_00438 -79.245620063411 -79.616713382657 -79.648421065547 -79.661886389161
ethane_00439 -79.236152555221 -79.609178692756 -79.641146332975 -79.654922109875
ethane_00440 -79.241182301349 -79.612149809631 -79.643685758313 -79.657091223118
ethane_00441 -79.247750921431 -79.618135131669 -79.649596209419 -79.662792933382
ethane_00442 -79.249138739838 -79.620290240024 -79.652069145600 -79.665559289317
ethane_00443 -79.248587521482 -79.619424642786 -79.651008018739 -79.664325152948
ethane_00444 -79.250437361759 -79.621418145226 -79.653040568113 -79.666361241636
ethane_00445 -79.249166048908 -79.620373863889 -79.652215918749 -79.665753338850
ethane_00446 -79.251089270674 -79.621890476408 -79.653238455236 -79.666454923555
ethane_00447 -79.253073813294 -79.623670185990 -79.655271983091 -79.668620436717
ethane_00448 -79.254007170746 -79.624561458346 -79.656051083737 -79.669313252421
ethane_00449 -79.252153449868 -79.622799714947 -79.654248885977 -79.667497650299
ethane_00450 -79.249574101122 -79.620327681292 -79.651827723693 -79.665150879330
ethane_00451 -79.239913367598 -79.612282516878 -79.643712025926 -79.657135194388
ethane_00452 -79.242443581716 -79.613675793787 -79.645077012639 -79.658454076732
ethane_00453 -79.245920856121 -79.617161829440 -79.648791839010 -79.662155064119
