#Geometry,HF/cc-pVTZ,MP2/cc-pVTZ,CCSD/cc-pVTZ,CCSD(T)/cc-pVTZ,HF@pyscf+ccpvtz,CCSD@pyscf+ccpvtz,CCSD(T)@pyscf+ccpvtz,DFT(PBE)@pyscf+ccpvtz
ethane_00111,-79.247170651269,-79.618493495048,-79.650275244147,-79.663795576989,0.0,0.0,0.0,0.0
ethane_00112,-79.25018729776001,-79.621064090838,-79.65251236180299,-79.665793464063,0.0,0.0,0.0,0.0
ethane_00113,-79.237765460194,-79.609959289551,-79.641494348518,-79.654943212129,0.0,0.0,0.0,0.0
ethane_00114,-79.249360043652,-79.620171503303,-79.652010273954,-79.66551096911701,0.0,0.0,0.0,0.0
ethane_00115,-79.244959528805,-79.616608872237,-79.64785083176,-79.661077799911,0.0,0.0,0.0,0.0
ethane_00116,-79.24827976008899,-79.61904788390001,-79.650791813882,-79.664267647285,0.0,0.0,0.0,0.0
ethane_00117,-79.24818868448399,-79.619604954853,-79.651319906803,-79.664794469351,0.0,0.0,0.0,0.0
ethane_00118,-79.246636595019,-79.617397482506,-79.648677707868,-79.66188300233499,0.0,0.0,0.0,0.0
ethane_00119,-79.243808395395,-79.615307017272,-79.647460859418,-79.661230204782,0.0,0.0,0.0,0.0
ethane_00120,-79.25362903867699,-79.623746095053,-79.654879860766,-79.66783566343099,0.0,0.0,0.0,0.0
ethane_00121,-79.251401887655,-79.622541824563,-79.654310830032,-79.667876735584,0.0,0.0,0.0,0.0
ethane_00122,-79.251809481033,-79.62272175200499,-79.654176733838,-79.667483195744,0.0,0.0,0.0,0.0
ethane_00123,-79.245114185343,-79.616263515943,-79.647640204062,-79.661046258421,0.0,0.0,0.0,0.0
ethane_00124,-79.246697323837,-79.61821564548299,-79.650040500868,-79.663521117299,0.0,0.0,0.0,0.0
ethane_00125,-79.248634506277,-79.619893313999,-79.65156445298601,-79.66504145578901,0.0,0.0,0.0,0.0
ethane_00126,-79.249754369444,-79.62005056125301,-79.651331151714,-79.664479277478,0.0,0.0,0.0,0.0
ethane_00127,-79.243816480281,-79.61568279474301,-79.647282335383,-79.66070370504501,0.0,0.0,0.0,0.0
ethane_00128,-79.24519053283,-79.616430492083,-79.648106000148,-79.66156735211099,0.0,0.0,0.0,0.0
ethane_00129,-79.25319199523,-79.623497129606,-79.654824986116,-79.667948297341,0.0,0.0,0.0,0.0
ethane_00130,-79.242224806908,-79.614126113428,-79.645942546071,-79.659602336565,0.0,0.0,0.0,0.0
ethane_00131,-79.250469507695,-79.62102616956601,-79.65236612435099,-79.665539000637,0.0,0.0,0.0,0.0
ethane_00132,-79.24491048776599,-79.6166477525,-79.648297355592,-79.661794613222,0.0,0.0,0.0,0.0
ethane_00133,-79.246083303824,-79.616776391293,-79.648306349921,-79.661574613209,0.0,0.0,0.0,0.0
ethane_00134,-79.250677660126,-79.62126155836701,-79.652729055271,-79.665957804507,0.0,0.0,0.0,0.0
ethane_00135,-79.250925554943,-79.62170201866999,-79.653317007465,-79.666689696538,0.0,0.0,0.0,0.0
ethane_00136,-79.252126225506,-79.623178492648,-79.654776736684,-79.668130570056,0.0,0.0,0.0,0.0
ethane_00137,-79.24562155599901,-79.617000914054,-79.64847615892201,-79.661841837508,0.0,0.0,0.0,0.0
ethane_00138,-79.24688457342201,-79.617857394818,-79.649179274485,-79.662368611583,0.0,0.0,0.0,0.0
ethane_00139,-79.248779799463,-79.619695663914,-79.651568857708,-79.665046100109,0.0,0.0,0.0,0.0
ethane_00140,-79.244047713988,-79.615309273531,-79.64693025409001,-79.660391785681,0.0,0.0,0.0,0.0
ethane_00141,-79.246567499024,-79.617633023008,-79.649451572391,-79.662940018493,0.0,0.0,0.0,0.0
ethane_00142,-79.243742109533,-79.61514781887101,-79.64667490762,-79.66004733494199,0.0,0.0,0.0,0.0
ethane_00143,-79.24893835762,-79.620035833551,-79.651489387949,-79.66488237349,0.0,0.0,0.0,0.0
ethane_00144,-79.24912845480699,-79.62050642614899,-79.651810082979,-79.665049789698,0.0,0.0,0.0,0.0
ethane_00145,-79.24511039006799,-79.616461967927,-79.648294982665,-79.66187224877301,0.0,0.0,0.0,0.0
ethane_00146,-79.248950402455,-79.62004539663201,-79.651371927934,-79.664615915689,0.0,0.0,0.0,0.0
ethane_00147,-79.247394260032,-79.618270307618,-79.649623867307,-79.662809982249,0.0,0.0,0.0,0.0
ethane_00148,-79.243984221497,-79.615746851582,-79.647779687013,-79.66155688364,0.0,0.0,0.0,0.0
ethane_00149,-79.2497462994,-79.620175271195,-79.651293893985,-79.664301002537,0.0,0.0,0.0,0.0
ethane_00150,-79.242562142941,-79.614053608365,-79.64565202487,-79.659148839476,0.0,0.0,0.0,0.0
ethane_00151,-79.250821796461,-79.621361665411,-79.65253399289601,-79.66556969480601,0.0,0.0,0.0,0.0
ethane_00152,-79.243284661122,-79.614734739029,-79.646840622818,-79.660625349251,0.0,0.0,0.0,0.0
ethane_00153,-79.241605961139,-79.613398458888,-79.645327118909,-79.65885035285,0.0,0.0,0.0,0.0
ethane_00154,-79.243352059027,-79.61344583747,-79.644840766652,-79.65811526286899,0.0,0.0,0.0,0.0
ethane_00155,-79.244266043563,-79.615949357711,-79.647583081262,-79.66103164707,0.0,0.0,0.0,0.0
ethane_00156,-79.245949295691,-79.617170170775,-79.64912167919,-79.662686545219,0.0,0.0,0.0,0.0
ethane_00157,-79.252340887798,-79.622208082394,-79.653458715898,-79.666519715444,0.0,0.0,0.0,0.0
ethane_00158,-79.246940332518,-79.618595167082,-79.650310497524,-79.663886065623,0.0,0.0,0.0,0.0
ethane_00159,-79.247778559874,-79.619018813422,-79.650456330079,-79.663931238601,0.0,0.0,0.0,0.0
ethane_00160,-79.247460188125,-79.619213274954,-79.65091242628101,-79.664380323068,0.0,0.0,0.0,0.0
ethane_00161,-79.251895669584,-79.623012074631,-79.654734791198,-79.668195641517,0.0,0.0,0.0,0.0
ethane_00162,-79.250368456728,-79.62107538430399,-79.652358856519,-79.665538289912,0.0,0.0,0.0,0.0
ethane_00163,-79.247370559052,-79.619299665851,-79.651099155678,-79.664685990301,0.0,0.0,0.0,0.0
ethane_00164,-79.24781633115501,-79.61905218744,-79.650624510319,-79.664048960434,0.0,0.0,0.0,0.0
ethane_00165,-79.251252052493,-79.622172505241,-79.653690070357,-79.666986661149,0.0,0.0,0.0,0.0
ethane_00166,-79.247720625033,-79.619018051029,-79.650953031266,-79.664545613429,0.0,0.0,0.0,0.0
ethane_00167,-79.248155775226,-79.619697612371,-79.651359636472,-79.66480457064999,0.0,0.0,0.0,0.0
ethane_00168,-79.256704006602,-79.626675751996,-79.658078342206,-79.671256490243,0.0,0.0,0.0,0.0
ethane_00169,-79.246427951743,-79.618169141364,-79.64993114732,-79.66342292923801,0.0,0.0,0.0,0.0
ethane_00170,-79.250749641398,-79.621265682996,-79.65293173573,-79.66634852195,0.0,0.0,0.0,0.0
ethane_00171,-79.243375376387,-79.615278965841,-79.646558166243,-79.659822704828,0.0,0.0,0.0,0.0
ethane_00172,-79.247729860825,-79.618615579395,-79.6501234988,-79.663558711956,0.0,0.0,0.0,0.0
ethane_00173,-79.247433064798,-79.618804979294,-79.650147737411,-79.66343712464,0.0,0.0,0.0,0.0
ethane_00174,-79.249438461399,-79.62071598771,-79.652486487794,-79.665973203632,0.0,0.0,0.0,0.0
ethane_00175,-79.242859685833,-79.613083912237,-79.644072663795,-79.657030142814,0.0,0.0,0.0,0.0
ethane_00176,-79.24164589108901,-79.613816734751,-79.645734969123,-79.659451571926,0.0,0.0,0.0,0.0
ethane_00177,-79.245954013976,-79.617289606754,-79.648539784574,-79.661839325865,0.0,0.0,0.0,0.0
ethane_00178,-79.245655429941,-79.617326679694,-79.64919943426,-79.66278335309,0.0,0.0,0.0,0.0
ethane_00179,-79.24972859497599,-79.620243114426,-79.65185710853,-79.66520788553001,0.0,0.0,0.0,0.0
ethane_00180,-79.247600444914,-79.618406518437,-79.649960870971,-79.663214445878,0.0,0.0,0.0,0.0
ethane_00181,-79.245509911219,-79.616666305072,-79.648414360565,-79.661917525508,0.0,0.0,0.0,0.0
ethane_00182,-79.244324496664,-79.614875092304,-79.646464061298,-79.65975221200499,0.0,0.0,0.0,0.0
ethane_00183,-79.247324459172,-79.618498626083,-79.65027079451,-79.663688712707,0.0,0.0,0.0,0.0
ethane_00184,-79.249561138622,-79.620493954312,-79.652171838287,-79.66561735971,0.0,0.0,0.0,0.0
ethane_00185,-79.24436700563,-79.61613413659,-79.64783588399,-79.66130569137499,0.0,0.0,0.0,0.0
ethane_00186,-79.244813175309,-79.615616783819,-79.647053718358,-79.66035881327599,0.0,0.0,0.0,0.0
ethane_00187,-79.24532165443,-79.61694841376,-79.648462503686,-79.66190969383099,0.0,0.0,0.0,0.0
ethane_00188,-79.2452678805,-79.616444631789,-79.647600794703,-79.660768751429,0.0,0.0,0.0,0.0
ethane_00189,-79.248974889108,-79.620381986714,-79.652080374759,-79.665609224528,0.0,0.0,0.0,0.0
ethane_00190,-79.244354129159,-79.616208975403,-79.647953716758,-79.661517677181,0.0,0.0,0.0,0.0
ethane_00191,-79.248422156002,-79.61958368437399,-79.651112576172,-79.664508479002,0.0,0.0,0.0,0.0
ethane_00192,-79.244461404235,-79.616168200353,-79.648077349521,-79.66180475851401,0.0,0.0,0.0,0.0
ethane_00193,-79.25394885822,-79.624264625761,-79.655740501891,-79.668937081287,0.0,0.0,0.0,0.0
ethane_00194,-79.250569552272,-79.621423911215,-79.652912663435,-79.666208127478,0.0,0.0,0.0,0.0
ethane_00195,-79.245567178421,-79.61704113030599,-79.648602510058,-79.662015178139,0.0,0.0,0.0,0.0
ethane_00196,-79.251259153649,-79.622018223686,-79.653494937549,-79.666768505473,0.0,0.0,0.0,0.0
ethane_00197,-79.253302070786,-79.623985750417,-79.655556315323,-79.668923845409,0.0,0.0,0.0,0.0
ethane_00198,-79.25156136279199,-79.622776681177,-79.654364330197,-79.667765675924,0.0,0.0,0.0,0.0
ethane_00199,-79.25171751009,-79.622195281862,-79.653883920976,-79.667296961028,0.0,0.0,0.0,0.0
ethane_00200,-79.245722477676,-79.617547316834,-79.649172470032,-79.662696969701,0.0,0.0,0.0,0.0
ethane_00201,-79.251585170831,-79.622373585889,-79.65361590379,-79.666749622059,0.0,0.0,0.0,0.0
ethane_00202,-79.251167902879,-79.621988515547,-79.653701396263,-79.667201810271,0.0,0.0,0.0,0.0
ethane_00203,-79.250164079919,-79.62085591678999,-79.652573119416,-79.665996674675,0.0,0.0,0.0,0.0
ethane_00204,-79.24414288017701,-79.615671190262,-79.647220648121,-79.660586732913,0.0,0.0,0.0,0.0
ethane_00205,-79.248713395027,-79.619195843356,-79.650762913638,-79.664066696559,0.0,0.0,0.0,0.0
ethane_00206,-79.245013987723,-79.616705631554,-79.648334506101,-79.66179441916,0.0,0.0,0.0,0.0
ethane_00207,-79.25226521040301,-79.62318700483,-79.654769325481,-79.668195422852,0.0,0.0,0.0,0.0
ethane_00208,-79.251766261888,-79.62250787812,-79.65383480318499,-79.667032577058,0.0,0.0,0.0,0.0
ethane_00209,-79.248973023805,-79.620175927776,-79.651703212262,-79.665116169028,0.0,0.0,0.0,0.0
ethane_00210,-79.253788634768,-79.624184073743,-79.65577152995401,-79.669100913484,0.0,0.0,0.0,0.0
ethane_00211,-79.242652988524,-79.614733270638,-79.646610429609,-79.660231158763,0.0,0.0,0.0,0.0
ethane_00212,-79.24905023962499,-79.620305825611,-79.651859977266,-79.665263812022,0.0,0.0,0.0,0.0
ethane_00213,-79.24527131001899,-79.616582331706,-79.647781134713,-79.66099332766599,0.0,0.0,0.0,0.0
ethane_00214,-79.24674200830401,-79.618065262888,-79.649831411198,-79.663350986383,0.0,0.0,0.0,0.0
ethane_00215,-79.246292430946,-79.617479255495,-79.64914864807,-79.66249352959301,0.0,0.0,0.0,0.0
ethane_00216,-79.250873766296,-79.62142535179301,-79.65295897624401,-79.66628374563,0.0,0.0,0.0,0.0
ethane_00217,-79.246230894913,-79.617716212847,-79.649465735444,-79.66291979835201,0.0,0.0,0.0,0.0
ethane_00218,-79.24621925541899,-79.61720731189399,-79.648979615952,-79.66248833411001,0.0,0.0,0.0,0.0
ethane_00219,-79.247232492824,-79.618599851723,-79.650165830977,-79.663507763216,0.0,0.0,0.0,0.0
ethane_00220,-79.249841917007,-79.62061845488401,-79.652292379338,-79.665759645606,0.0,0.0,0.0,0.0
ethane_00221,-79.249346706824,-79.620132175981,-79.651731200546,-79.665014923419,0.0,0.0,0.0,0.0
ethane_00222,-79.249395347547,-79.620195911018,-79.651835933993,-79.665166294769,0.0,0.0,0.0,0.0
ethane_00223,-79.25049491343701,-79.621754776261,-79.65343123599901,-79.666887665582,0.0,0.0,0.0,0.0
ethane_00224,-79.254351068804,-79.625069047368,-79.656620295341,-79.669911302672,0.0,0.0,0.0,0.0
ethane_00225,-79.252717723354,-79.62333657489701,-79.654881455221,-79.66827918857899,0.0,0.0,0.0,0.0
ethane_00226,-79.251043210405,-79.622277774338,-79.653935537156,-79.667364669863,0.0,0.0,0.0,0.0
ethane_00227,-79.25243190533901,-79.622943243231,-79.654300468977,-79.667526310663,0.0,0.0,0.0,0.0
ethane_00228,-79.251605585869,-79.62274589937999,-79.654519879387,-79.667986792071,0.0,0.0,0.0,0.0
ethane_00229,-79.249613869065,-79.620246765616,-79.651356639883,-79.664403687451,0.0,0.0,0.0,0.0
ethane_00230,-79.24765833792699,-79.61887691239299,-79.650666811438,-79.6642693958,0.0,0.0,0.0,0.0
ethane_00231,-79.248856944038,-79.620333400725,-79.652055903384,-79.665461604497,0.0,0.0,0.0,0.0
ethane_00232,-79.25033495417401,-79.620570284071,-79.65198985924,-79.66528230800999,0.0,0.0,0.0,0.0
ethane_00233,-79.253825015389,-79.62462763812701,-79.656126857741,-79.669376807967,0.0,0.0,0.0,0.0
ethane_00234,-79.24757802334899,-79.61909447272001,-79.650791349499,-79.66431690708801,0.0,0.0,0.0,0.0
ethane_00235,-79.251089204087,-79.621880659205,-79.653389810099,-79.666622299491,0.0,0.0,0.0,0.0
ethane_00236,-79.246435648684,-79.617676860542,-79.649282113038,-79.66277978209601,0.0,0.0,0.0,0.0
ethane_00237,-79.250553404342,-79.621713333061,-79.653331605772,-79.66678668548,0.0,0.0,0.0,0.0
ethane_00238,-79.24795372614601,-79.619016515719,-79.650525916692,-79.663810529397,0.0,0.0,0.0,0.0
ethane_00239,-79.244016721764,-79.615075390419,-79.64654601533,-79.659882658205,0.0,0.0,0.0,0.0
ethane_00240,-79.250266835548,-79.621396496208,-79.653054144332,-79.66645018388,0.0,0.0,0.0,0.0
ethane_00241,-79.252809293307,-79.623726185138,-79.65543898138,-79.668894353927,0.0,0.0,0.0,0.0
ethane_00242,-79.25303475593701,-79.623934654523,-79.655528865305,-79.668851549295,0.0,0.0,0.0,0.0
ethane_00243,-79.247922122273,-79.61888288684399,-79.65048024437999,-79.663947651151,0.0,0.0,0.0,0.0
ethane_00244,-79.249887177445,-79.621015455929,-79.652587597986,-79.665934492768,0.0,0.0,0.0,0.0
ethane_00245,-79.249474668185,-79.62057662218899,-79.652175251338,-79.665587690998,0.0,0.0,0.0,0.0
ethane_00246,-79.24946091600799,-79.620537116222,-79.65188761367,-79.665101110574,0.0,0.0,0.0,0.0
ethane_00247,-79.244710542481,-79.616174282792,-79.647839322338,-79.661395767854,0.0,0.0,0.0,0.0
ethane_00248,-79.251696254763,-79.622322027748,-79.653877351465,-79.667300743249,0.0,0.0,0.0,0.0
ethane_00249,-79.249053079884,-79.620291902836,-79.651837842114,-79.66515904550201,0.0,0.0,0.0,0.0
ethane_00250,-79.246058088516,-79.617539826643,-79.649558632201,-79.66328522794599,0.0,0.0,0.0,0.0
ethane_00251,-79.246002624969,-79.61705949099,-79.648278403608,-79.66142507467801,0.0,0.0,0.0,0.0
ethane_00252,-79.249386338805,-79.619937243962,-79.651674692664,-79.66518849074001,0.0,0.0,0.0,0.0
ethane_00253,-79.252379938722,-79.623390869061,-79.654849439279,-79.668101982507,0.0,0.0,0.0,0.0
ethane_00254,-79.250318946382,-79.620772915472,-79.652356517735,-79.66573929996801,0.0,0.0,0.0,0.0
ethane_00255,-79.250575307472,-79.621857066059,-79.653476775143,-79.66686156474499,0.0,0.0,0.0,0.0
ethane_00256,-79.253398290969,-79.623755596888,-79.655136628805,-79.66831944466401,0.0,0.0,0.0,0.0
ethane_00257,-79.251723426499,-79.62265949164,-79.654340019855,-79.66772994890701,0.0,0.0,0.0,0.0
ethane_00258,-79.249435985548,-79.620526166956,-79.65229620769901,-79.66585792200401,0.0,0.0,0.0,0.0
ethane_00259,-79.249811122425,-79.620950102922,-79.652473974686,-79.66583911462,0.0,0.0,0.0,0.0
ethane_00260,-79.24644317338101,-79.61658820119601,-79.647960393498,-79.661212350126,0.0,0.0,0.0,0.0
ethane_00261,-79.242404907261,-79.614642030696,-79.64650083596099,-79.66016363934,0.0,0.0,0.0,0.0
ethane_00262,-79.251908275927,-79.622462268703,-79.654086536107,-79.667423520033,0.0,0.0,0.0,0.0
ethane_00263,-79.25296849254799,-79.623246145927,-79.654702328059,-79.66794874029199,0.0,0.0,0.0,0.0
ethane_00264,-79.25162705822099,-79.622851990693,-79.654423135461,-79.667829357026,0.0,0.0,0.0,0.0
ethane_00265,-79.25100084067799,-79.622093622625,-79.653741342377,-79.667184680042,0.0,0.0,0.0,0.0
ethane_00266,-79.24494737553701,-79.616952362443,-79.648304322309,-79.661638139445,0.0,0.0,0.0,0.0
ethane_00267,-79.245973152158,-79.616104761604,-79.647498964462,-79.660741357254,0.0,0.0,0.0,0.0
ethane_00268,-79.239980890354,-79.612090092932,-79.644099492558,-79.657834747563,0.0,0.0,0.0,0.0
ethane_00269,-79.241376917085,-79.613170578272,-79.644712851641,-79.658180464361,0.0,0.0,0.0,0.0
ethane_00270,-79.245802740546,-79.617723405177,-79.649631618329,-79.663311037817,0.0,0.0,0.0,0.0
ethane_00271,-79.242386858941,-79.614608055988,-79.646394604525,-79.660035980356,0.0,0.0,0.0,0.0
ethane_00272,-79.246363376435,-79.61719701934399,-79.648644457157,-79.66198049841,0.0,0.0,0.0,0.0
ethane_00273,-79.24845390847399,-79.619682358904,-79.65108651665,-79.664348132417,0.0,0.0,0.0,0.0
ethane_00274,-79.247003509264,-79.618718815738,-79.650674444818,-79.664366977415,0.0,0.0,0.0,0.0
ethane_00275,-79.250367402699,-79.62086010575901,-79.652310273243,-79.66551317207599,0.0,0.0,0.0,0.0
ethane_00276,-79.24729706236499,-79.618452717585,-79.650256099529,-79.663808252304,0.0,0.0,0.0,0.0
ethane_00277,-79.248706112021,-79.61989022314499,-79.65163775720299,-79.665062575002,0.0,0.0,0.0,0.0
ethane_00278,-79.24518765207699,-79.61697618531801,-79.648560698689,-79.662027586441,0.0,0.0,0.0,0.0
ethane_00279,-79.24453969027999,-79.616232356705,-79.647441327127,-79.660680285414,0.0,0.0,0.0,0.0
ethane_00280,-79.246175886004,-79.617625799649,-79.64928731974,-79.66277919433699,0.0,0.0,0.0,0.0
ethane_00281,-79.25304051178,-79.623851032647,-79.655373330413,-79.668641819201,0.0,0.0,0.0,0.0
ethane_00282,-79.250192334739,-79.62153867081601,-79.653129029712,-79.666525485496,0.0,0.0,0.0,0.0
ethane_00283,-79.255117990717,-79.625334938767,-79.656765794156,-79.669964957242,0.0,0.0,0.0,0.0
ethane_00284,-79.247983116244,-79.619463765344,-79.651305637744,-79.664828879339,0.0,0.0,0.0,0.0
ethane_00285,-79.247321401591,-79.618319793855,-79.649960215381,-79.663331944977,0.0,0.0,0.0,0.0
ethane_00286,-79.247522918138,-79.618468934981,-79.65009613293999,-79.66354031057399,0.0,0.0,0.0,0.0
ethane_00287,-79.245437934306,-79.61656197432801,-79.648049983624,-79.661284378761,0.0,0.0,0.0,0.0
ethane_00288,-79.239596121808,-79.610823301534,-79.64261328477899,-79.656168884073,0.0,0.0,0.0,0.0
ethane_00289,-79.233692481933,-79.606180638959,-79.637987615619,-79.65151888055,0.0,0.0,0.0,0.0
ethane_00290,-79.246416552997,-79.616924447794,-79.648284621841,-79.661514462887,0.0,0.0,0.0,0.0
ethane_00291,-79.24040677972499,-79.612548144494,-79.644466318678,-79.658069467167,0.0,0.0,0.0,0.0
ethane_00292,-79.238701436125,-79.610127040041,-79.641907845372,-79.655413424548,0.0,0.0,0.0,0.0
ethane_00293,-79.246120963545,-79.617459463764,-79.648718176549,-79.661945641475,0.0,0.0,0.0,0.0
